,name,stars,img,owner,repo_name
0,pytorch/pytorch,89578,https://avatars.githubusercontent.com/u/21003710?s=40&v=4,pytorch,pytorch
1,python/cpython,66663,https://avatars.githubusercontent.com/u/1525981?s=40&v=4,python,cpython
2,astral-sh/uv,52034,https://avatars.githubusercontent.com/u/115962839?s=40&v=4,astral-sh,uv
3,vllm-project/vllm,46341,https://avatars.githubusercontent.com/u/136984999?s=40&v=4,vllm-project,vllm
4,pandas-dev/pandas,45287,https://avatars.githubusercontent.com/u/21206976?s=40&v=4,pandas-dev,pandas
5,streamlit/streamlit,39121,https://avatars.githubusercontent.com/u/45109972?s=40&v=4,streamlit,streamlit
6,gradio-app/gradio,37777,https://avatars.githubusercontent.com/u/51063788?s=40&v=4,gradio-app,gradio
7,pola-rs/polars,33367,https://avatars.githubusercontent.com/u/83768144?s=40&v=4,pola-rs,polars
8,jax-ml/jax,32089,https://avatars.githubusercontent.com/u/58486408?s=40&v=4,jax-ml,jax
9,explosion/spaCy,31491,https://avatars.githubusercontent.com/u/20011530?s=40&v=4,explosion,spaCy
10,servo/servo,30280,https://avatars.githubusercontent.com/u/2566135?s=40&v=4,servo,servo
11,numpy/numpy,29386,https://avatars.githubusercontent.com/u/288276?s=40&v=4,numpy,numpy
12,dragonflydb/dragonfly,27821,https://avatars.githubusercontent.com/u/104819355?s=40&v=4,dragonflydb,dragonfly
13,google/python-fire,27607,https://avatars.githubusercontent.com/u/1342004?s=40&v=4,google,python-fire
14,qdrant/qdrant,23293,https://avatars.githubusercontent.com/u/73504361?s=40&v=4,qdrant,qdrant
15,PaddlePaddle/Paddle,22726,https://avatars.githubusercontent.com/u/23534030?s=40&v=4,PaddlePaddle,Paddle
16,chroma-core/chroma,19592,https://avatars.githubusercontent.com/u/105881770?s=40&v=4,chroma-core,chroma
17,airbytehq/airbyte,18022,https://avatars.githubusercontent.com/u/59758427?s=40&v=4,airbytehq,airbyte
18,liguodongiot/llm-action,17006,https://avatars.githubusercontent.com/u/13220186?s=40&v=4,liguodongiot,llm-action
19,microsoft/onnxruntime,16445,https://avatars.githubusercontent.com/u/6154722?s=40&v=4,microsoft,onnxruntime
20,apache/arrow,15312,https://avatars.githubusercontent.com/u/47359?s=40&v=4,apache,arrow
21,ivy-llc/ivy,14193,https://avatars.githubusercontent.com/u/165023508?s=40&v=4,ivy-llc,ivy
22,scipy/scipy,13607,https://avatars.githubusercontent.com/u/288277?s=40&v=4,scipy,scipy
23,sympy/sympy,13582,https://avatars.githubusercontent.com/u/260832?s=40&v=4,sympy,sympy
24,pyodide/pyodide,13118,https://avatars.githubusercontent.com/u/77002075?s=40&v=4,pyodide,pyodide
25,aws/chalice,10839,https://avatars.githubusercontent.com/u/2232217?s=40&v=4,aws,chalice
26,dbt-labs/dbt-core,10741,https://avatars.githubusercontent.com/u/18339788?s=40&v=4,dbt-labs,dbt-core
27,redcanaryco/atomic-red-team,10502,https://avatars.githubusercontent.com/u/6877001?s=40&v=4,redcanaryco,atomic-red-team
28,cleanlab/cleanlab,10497,https://avatars.githubusercontent.com/u/90712480?s=40&v=4,cleanlab,cleanlab
29,aws/amazon-sagemaker-examples,10470,https://avatars.githubusercontent.com/u/2232217?s=40&v=4,aws,amazon-sagemaker-examples
30,redpanda-data/redpanda,10273,https://avatars.githubusercontent.com/u/49406389?s=40&v=4,redpanda-data,redpanda
31,qutebrowser/qutebrowser,10243,https://avatars.githubusercontent.com/u/21955151?s=40&v=4,qutebrowser,qutebrowser
32,twitter/the-algorithm-ml,10233,https://avatars.githubusercontent.com/u/50278?s=40&v=4,twitter,the-algorithm-ml
33,wandb/wandb,9820,https://avatars.githubusercontent.com/u/26401354?s=40&v=4,wandb,wandb
34,esphome/esphome,9240,https://avatars.githubusercontent.com/u/45919759?s=40&v=4,esphome,esphome
35,sqlfluff/sqlfluff,8817,https://avatars.githubusercontent.com/u/71874918?s=40&v=4,sqlfluff,sqlfluff
36,squeaky-pl/japronto,8593,https://avatars.githubusercontent.com/u/754356?s=40&v=4,squeaky-pl,japronto
37,WebKit/WebKit,8572,https://avatars.githubusercontent.com/u/6458?s=40&v=4,WebKit,WebKit
38,apache/beam,8083,https://avatars.githubusercontent.com/u/47359?s=40&v=4,apache,beam
39,HypothesisWorks/hypothesis,7822,https://avatars.githubusercontent.com/u/18481919?s=40&v=4,HypothesisWorks,hypothesis
40,PaddlePaddle/Paddle-Lite,7074,https://avatars.githubusercontent.com/u/23534030?s=40&v=4,PaddlePaddle,Paddle-Lite
41,pyca/cryptography,6998,https://avatars.githubusercontent.com/u/5615737?s=40&v=4,pyca,cryptography
42,conda/conda,6860,https://avatars.githubusercontent.com/u/6392739?s=40&v=4,conda,conda
43,ijl/orjson,6849,https://avatars.githubusercontent.com/u/1977222?s=40&v=4,ijl,orjson
44,telepresenceio/telepresence,6793,https://avatars.githubusercontent.com/u/39375975?s=40&v=4,telepresenceio,telepresence
45,robinhood/faust,6787,https://avatars.githubusercontent.com/u/18473991?s=40&v=4,robinhood,faust
46,MikeMcl/decimal.js,6752,https://avatars.githubusercontent.com/u/921201?s=40&v=4,MikeMcl,decimal.js
47,jarun/buku,6693,https://avatars.githubusercontent.com/u/5959286?s=40&v=4,jarun,buku
48,litestar-org/litestar,6527,https://avatars.githubusercontent.com/u/97250344?s=40&v=4,litestar-org,litestar
49,apache/couchdb,6499,https://avatars.githubusercontent.com/u/47359?s=40&v=4,apache,couchdb
50,facebookresearch/pytext,6325,https://avatars.githubusercontent.com/u/16943930?s=40&v=4,facebookresearch,pytext
51,Qiskit/qiskit,5998,https://avatars.githubusercontent.com/u/30696987?s=40&v=4,Qiskit,qiskit
52,pixie-io/pixie,5992,https://avatars.githubusercontent.com/u/82631609?s=40&v=4,pixie-io,pixie
53,ibis-project/ibis,5716,https://avatars.githubusercontent.com/u/27442526?s=40&v=4,ibis-project,ibis
54,Netflix/dispatch,5704,https://avatars.githubusercontent.com/u/913567?s=40&v=4,Netflix,dispatch
55,infobyte/faraday,5377,https://avatars.githubusercontent.com/u/4226354?s=40&v=4,infobyte,faraday
56,web-platform-tests/wpt,5314,https://avatars.githubusercontent.com/u/37226233?s=40&v=4,web-platform-tests,wpt
57,ethereum/web3.py,5237,https://avatars.githubusercontent.com/u/6250754?s=40&v=4,ethereum,web3.py
58,vyperlang/vyper,5020,https://avatars.githubusercontent.com/u/57152025?s=40&v=4,vyperlang,vyper
59,marqo-ai/marqo,4839,https://avatars.githubusercontent.com/u/103185353?s=40&v=4,marqo-ai,marqo
60,zenml-io/zenml,4559,https://avatars.githubusercontent.com/u/88676955?s=40&v=4,zenml-io,zenml
61,google-deepmind/open_spiel,4501,https://avatars.githubusercontent.com/u/8596759?s=40&v=4,google-deepmind,open_spiel
62,microsoft/LMOps,3968,https://avatars.githubusercontent.com/u/6154722?s=40&v=4,microsoft,LMOps
63,rocky/python-uncompyle6,3957,https://avatars.githubusercontent.com/u/8851?s=40&v=4,rocky,python-uncompyle6
64,dry-python/returns,3903,https://avatars.githubusercontent.com/u/37993755?s=40&v=4,dry-python,returns
65,unionai-oss/pandera,3775,https://avatars.githubusercontent.com/u/94206482?s=40&v=4,unionai-oss,pandera
66,freedomofpress/securedrop,3678,https://avatars.githubusercontent.com/u/5388147?s=40&v=4,freedomofpress,securedrop
67,mozilla/gecko-dev,3618,https://avatars.githubusercontent.com/u/131524?s=40&v=4,mozilla,gecko-dev
68,srush/Tensor-Puzzles,3544,https://avatars.githubusercontent.com/u/35882?s=40&v=4,srush,Tensor-Puzzles
69,nylas/sync-engine,3503,https://avatars.githubusercontent.com/u/4219865?s=40&v=4,nylas,sync-engine
70,ndleah/python-mini-project,3427,https://avatars.githubusercontent.com/u/83168714?s=40&v=4,ndleah,python-mini-project
71,ClusterHQ/flocker,3392,https://avatars.githubusercontent.com/u/7913449?s=40&v=4,ClusterHQ,flocker
72,pallets/quart,3275,https://avatars.githubusercontent.com/u/16748505?s=40&v=4,pallets,quart
73,moraroy/NonSteamLaunchers-On-Steam-Deck,3270,https://avatars.githubusercontent.com/u/88516395?s=40&v=4,moraroy,NonSteamLaunchers-On-Steam-Deck
74,vlcn-io/cr-sqlite,3269,https://avatars.githubusercontent.com/u/114890635?s=40&v=4,vlcn-io,cr-sqlite
75,seatgeek/thefuzz,3193,https://avatars.githubusercontent.com/u/447527?s=40&v=4,seatgeek,thefuzz
76,PacktPublishing/LLM-Engineers-Handbook,3184,https://avatars.githubusercontent.com/u/10974906?s=40&v=4,PacktPublishing,LLM-Engineers-Handbook
77,hypothesis/h,3027,https://avatars.githubusercontent.com/u/1243215?s=40&v=4,hypothesis,h
78,celery/kombu,2986,https://avatars.githubusercontent.com/u/319983?s=40&v=4,celery,kombu
79,facebookresearch/habitat-sim,2922,https://avatars.githubusercontent.com/u/16943930?s=40&v=4,facebookresearch,habitat-sim
80,explosion/thinc,2845,https://avatars.githubusercontent.com/u/20011530?s=40&v=4,explosion,thinc
81,Eventual-Inc/Daft,2786,https://avatars.githubusercontent.com/u/98941975?s=40&v=4,Eventual-Inc,Daft
82,pytorch/executorch,2784,https://avatars.githubusercontent.com/u/21003710?s=40&v=4,pytorch,executorch
83,TeamHG-Memex/eli5,2769,https://avatars.githubusercontent.com/u/9270052?s=40&v=4,TeamHG-Memex,eli5
84,wemake-services/wemake-python-styleguide,2706,https://avatars.githubusercontent.com/u/19639014?s=40&v=4,wemake-services,wemake-python-styleguide
85,liiight/notifiers,2701,https://avatars.githubusercontent.com/u/4374581?s=40&v=4,liiight,notifiers
86,eth-brownie/brownie,2693,https://avatars.githubusercontent.com/u/55654090?s=40&v=4,eth-brownie,brownie
87,google-research/kubric,2485,https://avatars.githubusercontent.com/u/43830688?s=40&v=4,google-research,kubric
88,schemathesis/schemathesis,2474,https://avatars.githubusercontent.com/u/70383271?s=40&v=4,schemathesis,schemathesis
89,dateutil/dateutil,2451,https://avatars.githubusercontent.com/u/9849410?s=40&v=4,dateutil,dateutil
90,firebase/firebase-android-sdk,2368,https://avatars.githubusercontent.com/u/1335026?s=40&v=4,firebase,firebase-android-sdk
91,rasterio/rasterio,2351,https://avatars.githubusercontent.com/u/46967650?s=40&v=4,rasterio,rasterio
92,pikepdf/pikepdf,2330,https://avatars.githubusercontent.com/u/31968294?s=40&v=4,pikepdf,pikepdf
93,ethereum/py-evm,2323,https://avatars.githubusercontent.com/u/6250754?s=40&v=4,ethereum,py-evm
94,jmespath/jmespath.py,2298,https://avatars.githubusercontent.com/u/6053930?s=40&v=4,jmespath,jmespath.py
95,aixcoder-plugin/aiXcoder-7B,2255,https://avatars.githubusercontent.com/u/52267612?s=40&v=4,aixcoder-plugin,aiXcoder-7B
96,chardet/chardet,2247,https://avatars.githubusercontent.com/u/6211498?s=40&v=4,chardet,chardet
97,WZBSocialScienceCenter/pdftabextract,2239,https://avatars.githubusercontent.com/u/20353876?s=40&v=4,WZBSocialScienceCenter,pdftabextract
98,pytorch/torchrec,2110,https://avatars.githubusercontent.com/u/21003710?s=40&v=4,pytorch,torchrec
99,atopile/atopile,2086,https://avatars.githubusercontent.com/u/150975426?s=40&v=4,atopile,atopile
100,wemake-services/wemake-django-template,2080,https://avatars.githubusercontent.com/u/19639014?s=40&v=4,wemake-services,wemake-django-template
101,tobgu/pyrsistent,2076,https://avatars.githubusercontent.com/u/485836?s=40&v=4,tobgu,pyrsistent
102,minitorch/minitorch,2057,https://avatars.githubusercontent.com/u/69814924?s=40&v=4,minitorch,minitorch
103,gaphor/gaphor,2021,https://avatars.githubusercontent.com/u/35221559?s=40&v=4,gaphor,gaphor
104,ariebovenberg/whenever,2013,https://avatars.githubusercontent.com/u/5999858?s=40&v=4,ariebovenberg,whenever
105,pytorch/ao,2012,https://avatars.githubusercontent.com/u/21003710?s=40&v=4,pytorch,ao
106,someengineering/fixinventory,1963,https://avatars.githubusercontent.com/u/80209098?s=40&v=4,someengineering,fixinventory
107,winpython/winpython,1961,https://avatars.githubusercontent.com/u/8850436?s=40&v=4,winpython,winpython
108,redballoonsecurity/ofrak,1940,https://avatars.githubusercontent.com/u/48032083?s=40&v=4,redballoonsecurity,ofrak
109,raiden-network/raiden,1842,https://avatars.githubusercontent.com/u/19666847?s=40&v=4,raiden-network,raiden
110,intel/intel-extension-for-pytorch,1837,https://avatars.githubusercontent.com/u/17888862?s=40&v=4,intel,intel-extension-for-pytorch
111,thinkst/canarytokens,1837,https://avatars.githubusercontent.com/u/13569025?s=40&v=4,thinkst,canarytokens
112,Checkmk/checkmk,1808,https://avatars.githubusercontent.com/u/47812383?s=40&v=4,Checkmk,checkmk
113,pytorch/opacus,1791,https://avatars.githubusercontent.com/u/21003710?s=40&v=4,pytorch,opacus
114,faust-streaming/faust,1763,https://avatars.githubusercontent.com/u/73301568?s=40&v=4,faust-streaming,faust
115,sagemath/sage,1745,https://avatars.githubusercontent.com/u/982721?s=40&v=4,sagemath,sage
116,explosion/spacy-models,1736,https://avatars.githubusercontent.com/u/20011530?s=40&v=4,explosion,spacy-models
117,VertaAI/modeldb,1719,https://avatars.githubusercontent.com/u/45020510?s=40&v=4,VertaAI,modeldb
118,Yelp/paasta,1710,https://avatars.githubusercontent.com/u/49071?s=40&v=4,Yelp,paasta
119,quodlibet/mutagen,1695,https://avatars.githubusercontent.com/u/11544695?s=40&v=4,quodlibet,mutagen
120,tableau/TabPy,1601,https://avatars.githubusercontent.com/u/828667?s=40&v=4,tableau,TabPy
121,cgarciae/pypeln,1574,https://avatars.githubusercontent.com/u/5862228?s=40&v=4,cgarciae,pypeln
122,Beomi/KoAlpaca,1570,https://avatars.githubusercontent.com/u/11323660?s=40&v=4,Beomi,KoAlpaca
123,mlrun/mlrun,1520,https://avatars.githubusercontent.com/u/54775696?s=40&v=4,mlrun,mlrun
124,nubank/fklearn,1520,https://avatars.githubusercontent.com/u/4257275?s=40&v=4,nubank,fklearn
125,hedyorg/hedy,1502,https://avatars.githubusercontent.com/u/85215909?s=40&v=4,hedyorg,hedy
126,trezor/trezor-firmware,1474,https://avatars.githubusercontent.com/u/4146447?s=40&v=4,trezor,trezor-firmware
127,lidatong/dataclasses-json,1426,https://avatars.githubusercontent.com/u/13275245?s=40&v=4,lidatong,dataclasses-json
128,pyjanitor-devs/pyjanitor,1414,https://avatars.githubusercontent.com/u/53411673?s=40&v=4,pyjanitor-devs,pyjanitor
129,MDAnalysis/mdanalysis,1413,https://avatars.githubusercontent.com/u/11445951?s=40&v=4,MDAnalysis,mdanalysis
130,aio-libs/yarl,1402,https://avatars.githubusercontent.com/u/7049303?s=40&v=4,aio-libs,yarl
131,datapane/datapane,1392,https://avatars.githubusercontent.com/u/55440415?s=40&v=4,datapane,datapane
132,tlaplus/Examples,1346,https://avatars.githubusercontent.com/u/2684289?s=40&v=4,tlaplus,Examples
133,Lightning-AI/lightning-thunder,1335,https://avatars.githubusercontent.com/u/58386951?s=40&v=4,Lightning-AI,lightning-thunder
134,pypy/pypy,1335,https://avatars.githubusercontent.com/u/318667?s=40&v=4,pypy,pypy
135,pytorch/FBGEMM,1313,https://avatars.githubusercontent.com/u/21003710?s=40&v=4,pytorch,FBGEMM
136,Xilinx/brevitas,1300,https://avatars.githubusercontent.com/u/3189299?s=40&v=4,Xilinx,brevitas
137,pgjones/hypercorn,1292,https://avatars.githubusercontent.com/u/1391482?s=40&v=4,pgjones,hypercorn
138,HXSecurity/DongTai,1274,https://avatars.githubusercontent.com/u/53034118?s=40&v=4,HXSecurity,DongTai
139,se2p/pynguin,1272,https://avatars.githubusercontent.com/u/38749452?s=40&v=4,se2p,pynguin
140,google/brain-tokyo-workshop,1269,https://avatars.githubusercontent.com/u/1342004?s=40&v=4,google,brain-tokyo-workshop
141,dunossauro/live-de-python,1233,https://avatars.githubusercontent.com/u/6801122?s=40&v=4,dunossauro,live-de-python
142,eliasdabbas/advertools,1223,https://avatars.githubusercontent.com/u/15708966?s=40&v=4,eliasdabbas,advertools
143,emalderson/ThePhish,1214,https://avatars.githubusercontent.com/u/49370319?s=40&v=4,emalderson,ThePhish
144,GoogleCloudPlatform/DataflowTemplates,1199,https://avatars.githubusercontent.com/u/2810941?s=40&v=4,GoogleCloudPlatform,DataflowTemplates
145,timothycrosley/streamdeck-ui,1198,https://avatars.githubusercontent.com/u/2090154?s=40&v=4,timothycrosley,streamdeck-ui
146,litestar-org/polyfactory,1193,https://avatars.githubusercontent.com/u/97250344?s=40&v=4,litestar-org,polyfactory
147,sec-edgar/sec-edgar,1190,https://avatars.githubusercontent.com/u/65020447?s=40&v=4,sec-edgar,sec-edgar
148,weaveworks/kubediff,1182,https://avatars.githubusercontent.com/u/9976052?s=40&v=4,weaveworks,kubediff
149,machow/siuba,1169,https://avatars.githubusercontent.com/u/2574498?s=40&v=4,machow,siuba
150,rocky/python-decompile3,1159,https://avatars.githubusercontent.com/u/8851?s=40&v=4,rocky,python-decompile3
151,plexe-ai/plexe,1156,https://avatars.githubusercontent.com/u/183028794?s=40&v=4,plexe-ai,plexe
152,BitBotFactory/MikaLendingBot,1134,https://avatars.githubusercontent.com/u/28656899?s=40&v=4,BitBotFactory,MikaLendingBot
153,pyca/pynacl,1124,https://avatars.githubusercontent.com/u/5615737?s=40&v=4,pyca,pynacl
154,pschanely/CrossHair,1118,https://avatars.githubusercontent.com/u/332622?s=40&v=4,pschanely,CrossHair
155,harvardnlp/pytorch-struct,1111,https://avatars.githubusercontent.com/u/13152953?s=40&v=4,harvardnlp,pytorch-struct
156,python-escpos/python-escpos,1103,https://avatars.githubusercontent.com/u/16302939?s=40&v=4,python-escpos,python-escpos
157,Project-MONAI/research-contributions,1099,https://avatars.githubusercontent.com/u/56449156?s=40&v=4,Project-MONAI,research-contributions
158,pytries/marisa-trie,1073,https://avatars.githubusercontent.com/u/20343002?s=40&v=4,pytries,marisa-trie
159,sajjadium/ctf-archives,1047,https://avatars.githubusercontent.com/u/22202721?s=40&v=4,sajjadium,ctf-archives
160,lastmile-ai/aiconfig,1018,https://avatars.githubusercontent.com/u/123273171?s=40&v=4,lastmile-ai,aiconfig
161,swingmx/swingmusic,1017,https://avatars.githubusercontent.com/u/125947721?s=40&v=4,swingmx,swingmusic
162,artisan-roaster-scope/artisan,1016,https://avatars.githubusercontent.com/u/2933457?s=40&v=4,artisan-roaster-scope,artisan
163,open-lambda/open-lambda,980,https://avatars.githubusercontent.com/u/19804021?s=40&v=4,open-lambda,open-lambda
